—ƒЁ ;8Ц800Ц250Ц04Ц05, +7 (423) 224Ц38Ц54, +7 (423) 224Ц36Ц88;¬ладивосток, ƒавыдова,†22а;www.cdek.ru;vlk2@cdek.ru
Ќью ¬эй Ћоджистик, ќќќ;+7 (423) 246Ц95Ц55, +7 (423) 273Ц32Ц42, +7 (423) 273Ц08Ц38, +7 (423) 279Ц55Ц66;¬ладивосток, ∆игура,†26а;www.newwaylogistic.ru;
Hyundai Merchant Marine Vladivostok;+7 (423) 20Ц10Ц150, +7 (423) 20Ц10Ц151;¬ладивосток, —ветланска€,†66Ѕ;www.hmm21.com;
ƒ¬ “Ё ;+7 (423) 227Ц83Ц77, +7Ц967Ц958Ц13Ц77;¬ладивосток, ‘адеева,†63а ст11;www.dvtek.ru;vladoffice@dvtek.ru
¬ладивостокска€ механизированна€ дистанци€ погрузочно-разгрузочных работ и коммерческих операций;+7 (423) 245Ц63Ц47, 8Ц800Ц775Ц00Ц00, +7 (423) 245Ц62Ц00;¬ладивосток, јмурска€,†88;www.rzd.ru;
ƒ¬Ћ , ќќќ;+7 (423) 244Ц78Ц70;¬ладивосток, ќстр€кова проспект,†8;;
¬осток ћультимодал —ервис, ќќќ;+7 (423) 265Ц29Ц39;¬ладивосток,  алинина,†204а;vms-vl.ru;
ћЅ». Mail Boxes Etc;+7 (423) 2Ц018Ц018, +7 (423) 2Ц014Ц018;јвтовокзал, ¬ладивосток, –усска€,†2а;www.mbedv.ru;
Sk-intercom;8Ц800Ц234Ц77Ц88, +7Ц924Ц233Ц98Ц97, +7Ц914Ц703Ц96Ц56;ќтель ¬ладивосток,¬ладивосток, Ќабережна€,†10;sk-intercom.ru;
√арант »нтермодал, ќќќ;+7 (423) 230Ц20Ц20;Ѕ÷ City-Hall,¬ладивосток, «апорожска€,†77;garant-intermodal.ru;
‘алькон √рупп, ќќќ;+7Ц914Ц704Ц75Ц00, +7 (423) 274Ц75Ц00;¬ладивосток,  омсомольска€,†1;falcon-logistic.ru;
‘арес, ќќќ;+7 (423) 202Ц52Ц92;¬ладивосток, ѕушкинска€,†40;fareslogistics.com;
ƒальрефтранс, ќќќ;+7 (423) 261Ц09Ц10, +7 (423) 222Ц53Ц63, +7 (423) 261Ц07Ц10;¬ладивосток, ћорозова,†7а;www.dalreftrans.ru;
ѕриморавтотранс, ѕјќ;+7 (423) 245Ц03Ц09, +7 (423) 245Ц03Ц45, +7 (423) 245Ц04Ц36, +7 (423) 245Ц02Ц40, +7 (423) 245Ц03Ц95;¬ладивосток,  омсомольска€,†7а;www.primoravtotrans.ru;
‘рахт, ќќќ;+7 (423) 278Ц00Ц01, +7 (423) 291Ц00Ц66;јртем, ѕестел€,†33;;
Ўерл;+7 (423) 2Ц610Ц669, +7 (423) 2Ц610Ц671;¬ладивосток, јлеутска€,†11;www.sherl.ru;
“‘Ћ, ќќќ;+7 (423) 230Ц20Ц02;¬ладивосток, —трельникова,†7;www.tflog.ru;
Ћэнд —ии —кай Ћоджистик, ќќќ;+7Ц914Ц718Ц00Ц69, +7Ц914Ц697Ц47Ц73;¬ладивосток, —ветланска€,†51а;www.lsslogistic.ru;
√“  ¬осток;8Ц800Ц775Ц97Ц68, +7 (423) 279Ц58Ц87;¬ладивосток, —емЄновска€,†29;www.gtkvostok.ru;
–∆ƒ Ћогистика, ќјќ;+7 (423) 294Ц82Ц70, 8Ц800Ц775Ц01Ц00, +7 (423) 294Ц82Ц90;ћорской вокзал,¬ладивосток, Ќижнепортова€,†1;www.rzdlog.ru;
ƒиалог народов;+7 (423) 277Ц12Ц13, +7 (423) 200Ц22Ц88;¬ладивосток, 100-лети€ ¬ладивостока проспект,†57д;www.dialognarodov.ru;
Sts Logistics Transport;+7 (423) 251Ц76Ц46, +7 (423) 251Ц23Ц12, 8Ц800Ц555Ц02Ц02;¬ладивосток, Ѕестужева,†21;stslog.com;
ћортэк-ƒ¬, ќќќ;+7Ц984Ц198Ц37Ц17, +7 (423) 249Ц73Ц78, +7 (423) 249Ц67Ц91;ћорской вокзал,¬ладивосток, Ќижнепортова€,†1;mortekdv.ru;
јльфа »мпорт, ќќќ;8Ц800Ц100Ц18Ц28, +7 (423) 222Ц92Ц82;¬ладивосток, ѕушкинска€,†40;www.alpha-import.ru;
Ѕайт “ранзит;+7 (423) 220Ц82Ц64, +7 (423) 220Ц81Ц86;¬ладивосток,  очубе€,†1;www.sibtrans.ru;vladivostok@sibtrans.ru
–оссЋоджистик, ќќќ;+7 (423) 230Ц23Ц34, +7 (423) 230Ц23Ц35;¬ладивосток,  ирова,†25а;www.rosslogistic.ru;
Ёстив, ќќќ;8Ц800Ц234Ц02Ц34, +7 (423) 2Ц302Ц999, +7 (423) 2Ц301Ц103;¬ладивосток, —трельникова,†9в;www.estiw.ru;
–ейл Ћоджистик, ќќќ;+7 (423) 241Ц07Ц90;¬ладивосток, “игрова€,†20;rail-logistic.ru;
¬илкон, ќќќ;+7 (423) 230Ц22Ц97, +7 (423) 230Ц22Ц96;¬ладивосток, Ќекрасовска€,†36Ѕ;www.vilkonusa.com;
¬Ё…-√рупп, ќќќ;+7 (423) 298Ц10Ц48;Ѕ÷ City-Hall,¬ладивосток, «апорожска€,†77;vladivostok.wayg.ru;
ѕерва€ грузова€ компани€, јќ;+7 (423) 224Ц78Ц63, +7 (423) 224Ц79Ц47, +7 (423) 224Ц79Ц53;Ѕ÷ Fresh Plaza,¬ладивосток, ќкеанский проспект,†17;www.pgkweb.ru;
–осс-¬ест, ќќќ;+7 (423) 234Ц58Ц75, +7 (423) 234Ц50Ц00;¬ладивосток, –усска€,†94а;www.acgrus.com;
ѕро-Ћог;+7 (423) 279Ц11Ц08, +7 (423) 279Ц11Ц07;¬ладивосток, —трельникова,†7;prlg.ru;
ƒальневосточный ÷ентр Ћогистики;+7 (423) 253Ц54Ц52, +7 (423) 2Ц412Ц820;¬ладивосток, јлеутска€,†11;двцл.рф;
ѕасифик “ранс, ќќќ;+7 (423) 275Ц08Ц86, +7 (423) 227Ц87Ц00, +7 (423) 274Ц71Ц72;¬ладивосток, 42-й причал,†1;pacifictrans.ru;
2K-line;8Ц800Ц775Ц30Ц84, +7Ц902Ц075Ц90Ц05;¬ладивосток, Ќекрасовска€,†36Ѕ;2k-line.ru;
јтлас, ќќќ;+7 (423) 2Ц301Ц767, +7 (423) 2Ц301Ц709, +7 (423) 2Ц301Ц711;¬ладивосток, —трельникова,†5;www.atlas-dv.com;
јрдис-‘орвардинг, ќќќ;+7 (423) 249Ц70Ц27, +7 (423) 279Ц11Ц28;¬ладивосток, —трельникова,†3Ѕ;arf.su;
¬“ ‘орвардинг, ќќќ;+7 (423) 2Ц215Ц133, +7 (423) 2Ц215Ц600, +7 (423) 2Ц215Ц108;¬ладивосток, ѕаллады,†3;vtforward.ru;
ёнико ¬осток, ќќќ;+7 (423) 249Ц56Ц22, +7 (423) 249Ц69Ц62;ћорской вокзал,¬ладивосток, Ќижнепортова€,†1;www.unicologx.com;
–∆ƒ Ћогистика, ќјќ;+7 (423) 294Ц82Ц70, 8Ц800Ц775Ц01Ц00, +7 (423) 294Ц82Ц90;¬ладивосток, јмурска€,†88 ст2;www.rzdlog.ru;
—илайнер;8Ц800Ц500Ц52Ц91, +7 (423) 222Ц85Ц50, +7 (423) 222Ц88Ц87, +7 (423) 220Ц51Ц19;¬ладивосток, Ћазо,†8;www.sea-liner.ru;
“ермокон √рупп, ќќќ;+7 (423) 220Ц03Ц70, +7 (423) 220Ц03Ц56;¬ладивосток, ∆игура,†26а;www.termocon.ru;
F.S. Mackenzie group;+7 (423) 262Ц04Ц05;¬ладивосток, јлеутска€,†15 ст2;www.fsmac.ru;
Ћотус √рупп, ќќќ;+7 (423) 248Ц85Ц27;¬ладивосток, ћусоргского,†46;lotus-groups.ru;
Ћодстар, ќќќ;+7 (423) 249Ц56Ц53, +7 (423) 249Ц56Ц54;¬ладивосток, —трельникова,†7;lodestar.vl.ru;
ћиллениум-¬;+7Ц914Ц719Ц37Ц89;¬ладивосток, —негова€,†1;millenium-v.ru;
Trans-NET International Logistic;+7 (423) 230Ц17Ц19;¬ладивосток, —трельникова,†5;;
»мпортэкс;+7 (423) 243Ц61Ц32;¬ладивосток, Ќекрасовска€,†53Ѕ;customs-service.com;
ƒальневосточна€ транспортна€ компани€;+7 (423) 200Ц16Ц59, +7 (423) 267Ц28Ц57;¬ладивосток, —негова€,†54;;
FORWARD ELEPHANTS;8Ц800Ц250Ц97Ц37;¬ладивосток,  рыгина,†77;www.forwel.net;
¬илар;+7Ц924Ц240Ц84Ц44;¬ладивосток,  омсомольска€,†1;tekvilar.ru;
“ранссервис, ќќќ;+7 (423) 241Ц12Ц08, +7 (423) 241Ц12Ц14, +7 (423) 241Ц15Ц80;¬ладивосток, ¬ерхнепортова€,†40а;www.tsvsvlad.ru;
 онстанта Ћоджистик, ќќќ;+7 (423) 243Ц37Ц12;Ѕ÷ ‘регат,¬ладивосток, —ветланска€,†78Ѕ;www.constlog.ru;
¬Ёƒ-Ѕизнес-сервис;+7 (423) 237Ц13Ц00, +7 (423) 267Ц12Ц25, +7 (423) 236Ц30Ц09;¬ладивосток, ќвчинникова,†2;lubogruz.ru;
ƒ’Ћ »нтернешнл, јќ;+7 (423) 2Ц651Ц000;¬ладивосток, –усска€,†59/4;www.dhl.ru;vvostn@dhl.com
 онсолидатор-ƒ¬, ќќќ;+7 (423) 279Ц57Ц07;¬ладивосток, Ѕестужева,†21а;consolidator-dv.ru;
“аможенный портал, ќќќ;+7 (423) 222Ц98Ц88;¬ладивосток, —ветланска€,†85;tamportal.ru;
West All;8Ц800Ц222Ц06Ц77, +7 (423) 226Ц20Ц26, +7 (423) 226Ц20Ц60, +7Ц914Ц703Ц89Ц05;¬ладивосток, —ветланска€,†109Ѕ;west-all.ru;
—истема, ќќќ;+7 (423) 264Ц88Ц66;Ѕ÷ City-Hall,¬ладивосток, «апорожска€,†77;systema-dv.ru;
—ƒћ-√рупп, ќќќ;8Ц800Ц100Ц01Ц59, +7 (423) 205Ц56Ц59;¬ладивосток, —трельникова,†3Ѕ;cdm-group.pro;
Ѕринкс, ќќќ;+7 (423) 279Ц02Ц59;¬ладивосток, “игрова€,†7;brinks.ru;
Ѕельсу Ћоджистикс;+7 (423) 221Ц57Ц00;¬ладивосток, —трельникова,†7;belsu.co;
ѕасифик —анрайз, ќќќ;+7 (423) 279Ц55Ц28, +7 (423) 279Ц55Ц27;¬ладивосток, јвроровска€,†20;;
¬осточна€;+7 (423) 2Ц590Ц906;¬ладивосток, Ѕестужева,†21а;;
—ƒЁ ;8Ц800Ц250Ц04Ц05, +7Ц962Ц338Ц58Ц80;¬ладивосток,  расного «намени проспект,†34;www.cdek.ru;v.mutovin@cdek.ru
»нтелтранском-ƒ¬, ќќќ;+7 (423) 237Ц20Ц82;¬ладивосток, »ртышска€,†12;www.inteltransdv.ru;
Nippon Express, LLC;+7 (423) 251Ц91Ц52;¬ладивосток, јлеутска€,†11;www.nipponexpressrus.ru;
јћ“-логистик, ќќќ;+7Ц914Ц705Ц20Ц94, +7 (423) 276Ц05Ц99;¬ладивосток,  рылова,†10;www.amtlog.ru;
“ранс ќриентал ѕартнер, ќќќ;+7 (423) 252Ц73Ц56;¬ладивосток, —танюковича,†52;www.top-logistic.ru;
¬Ћјƒ»¬ќ—“ќ — »… “ќ–√ћќ–“–јЌ—, ќќќ;8Ц800Ц234Ц12Ц55;¬ладивосток, —трельникова,†7;vtmt.org;
‘ронтера;8Ц800Ц234Ц47Ц47, +7 (423) 294Ц47Ц47;¬ладивосток, “олстого,†32а;frontera.me;
ƒальневосточна€ транспортна€ компани€;+7 (423) 200Ц16Ц59, +7 (423) 267Ц28Ц57;¬ладивосток, —негова€,†30;;
јѕ≈ —, ќќќ;+7 (423) 280Ц45Ц54;ћорской вокзал,¬ладивосток, Ќижнепортова€,†1;incustoms.ru;
јркос, ќќќ;+7 (423) 277Ц61Ц51, +7Ц924Ц438Ц86Ц27, +7Ц914Ц707Ц61Ц51;¬ладивосток, ћорска€ 1-€,†20;arkos-vl.ru;
ProGate;+7 (423) 279Ц57Ц62, +7Ц914Ц068Ц75Ц75, +7Ц914Ц068Ц72Ц72, +7Ц914Ц665Ц27Ц77;ќтель ¬ладивосток,¬ладивосток, Ќабережна€,†10;www.upgate.pro;
¬ћ  Ћайнерс, ќќќ;+7 (423) 2Ц964Ц964, +7 (423) 296Ц39Ц62;¬ладивосток, ¬ерхнепортова€,†41;osala.ru;
ƒјЋ№“Ё , ќќќ;+7Ц950Ц280Ц51Ц15, +7 (423) 244Ц26Ц13;¬ладивосток, —негова€,†64;daltek.info;
Ћог»ст, ќќќ;8Ц800Ц737Ц77Ц88, +7 (423) 200Ц88Ц88;¬ладивосток, —ип€гина,†20Ѕ;logeast.su;
ƒвижение ƒ¬, ќќќ;+7Ц924Ц338Ц88Ц77, +7 (423) 200Ц01Ц95;¬ладивосток, Ќефтеветка,†7в;dvidv.ru;
LOADWIN;+7Ц914Ц790Ц14Ц59;¬ладивосток;loadwinorg.com;
√лобал-“ранс, ќќќ;+7 (423) 252Ц04Ц51;¬ладивосток, —ветланска€,†66Ѕ;www.global-dv.ru;
¬эдком, ќќќ;+7Ц914Ц967Ц38Ц88, +7Ц914Ц705Ц88Ц80;¬ладивосток,  алинина,†42;www.vedcom.pro;
јƒ¬»јЌ;+7 (423) 279Ц57Ц99;¬ладивосток, ќстр€кова проспект,†5г;www.advian.ru;
јльтора “рейдинг √рупп;+7 (423) 270Ц05Ц93;¬ладивосток,  расного «намени проспект,†51а;www.atg-vl.ru;
ƒиалог народов;+7 (42337) 4Ц79Ц97;јртем,  ирова,†9/1;www.dialognarodov.ru;
Ћогистическа€ компани€;+7 (423) 222Ц27Ц10;Ѕ÷ ‘регат,¬ладивосток, —ветланска€,†78Ѕ;www.uni-laman.com;
 арго Ўиппинг √рупп;+7 (423) 265Ц35Ц56, +7Ц964Ц444Ц64Ц94;¬ладивосток, ћельниковска€,†101;www.cargo-shipping.ru;
“имакс, ќќќ;+7 (423) 222Ц85Ц01, +7 (423) 222Ц09Ц12, +7Ц924Ц735Ц04Ц00;¬ладивосток,  апитана Ўефнера,†2а;www.timax2000.ru;
¬эд“ранс—ервис, ќќќ;+7 (423) 230Ц10Ц90;¬ладивосток, —трельникова,†7;www.vedtransservis.com;
ћ—“ Ўиппинг —ервис;+7 (423) 255Ц02Ц21;¬ладивосток, “олстого,†32а;mctss.spb.ru;
»нтербридж “ранс, ќќќ;+7 (423) 280Ц41Ц15;¬ладивосток, —трельникова,†7;interbridge.su;
Ћайнер, ќќќ;+7 (423) 220Ц51Ц18, +7 (423) 222Ц88Ц87;¬ладивосток, Ћазо,†8;www.liner.ru;
÷еппелин, ќќќ;+7 (423) 279Ц55Ц33, +7 (423) 279Ц55Ц44;¬ладивосток, ћорска€ 1-€,†9;www.zppl.ru;
Ћоджистик Ћайн, ќќќ;+7 (423) 243Ц05Ц76, +7 (423) 243Ц65Ц30, +7 (423) 245Ц96Ц97, +7 (423) 243Ц66Ц00;¬ладивосток, ѕартизанский проспект,†42;www.logline.ru;
—ћѕ ¬Ћјƒ»¬ќ—“ќ , ќќќ;+7 (423) 249Ц78Ц28, +7 (423) 249Ц78Ц26, +7 (423) 277Ц09Ц11;¬ладивосток, ¬ерхнепортова€,†41;www.sascovl.ru;
¬ладивосток Ћогистик, ќќќ;+7 (423) 220Ц13Ц36, +7Ц904Ц627Ц99Ц30;¬ладивосток, ∆игура,†26;vlk-logistic.ru;
јвто »мпорт√рупп;+7Ц914Ц707Ц54Ц56, +7 (423) 227Ц73Ц07;¬ладивосток, ЅерЄзова€,†25;autoimportgroup.ru;
¬осточно-“ихоокеанский аль€нс, ќќќ;+7 (423) 276Ц66Ц00;¬ладивосток, ¬ерхнепортова€,†38;;
јзи€ »нтер √рупп;+7 (423) 264Ц98Ц98, +7 (423) 264Ц83Ц72;Ѕ÷ City-Hall,¬ладивосток, «апорожска€,†77;;
‘этком, ќќќ;+7Ц951Ц010Ц76Ц44, +7Ц904Ц628Ц72Ц05, +7 (423) 205Ц01Ц35;¬ладивосток, ѕушкинска€,†40;fetcom.net;
“ранслоджистикс, ќќќ;+7 (423) 2Ц511Ц056, +7 (423) 2Ц511Ц047;¬ладивосток, ¬ерхнепортова€,†76;www.translogistics.ru;
ќриент Ёкспресс, ќќќ;+7 (423) 251Ц44Ц44, +7 (423) 251Ц44Ц43, +7 (423) 251Ц48Ц48;¬ладивосток,  рыгина,†100;www.oriexp.ru;
ƒионис, ќќќ;+7 (423) 246Ц51Ц01;¬ладивосток,  арьерна€,†20а лит 7;www.dionisco.ru;
јлександер √лобал Ћоджистикс, Ќјќ;+7 (423) 249Ц54Ц39, +7Ц914Ц703Ц68Ц41;¬ладивосток,  омсомольска€,†3;alexander-logistics.ru;
ѕерва€ международна€ логистическа€ компани€, ќќќ;+7 (423) 228Ц14Ц02;¬ладивосток,  алинина,†107;;
Japex;8Ц800Ц707Ц99Ц89;¬ладивосток, Ѕосфора,†3 ст7;japex.ru;
ѕортЁкспресс-ƒ¬;+7 (423) 230Ц11Ц81, +7 (423) 230Ц11Ц77;¬ладивосток, —трельникова,†9;;
Ќоватор Ћоджистик;+7Ц914Ц336Ц04Ц61;¬ладивосток, —трельникова,†5;;
ј¬  √рупп;+7Ц902Ц524Ц01Ц20, +7 (423) 254Ц01Ц20;¬ладивосток, ƒальзаводска€,†27Ѕ;avkgroups.com;
¬осток-“ранс-Ћайн, ќќќ;+7 (423) 265Ц14Ц25, +7 (423) 265Ц14Ц23;¬ладивосток, Ќекрасовска€,†100;заказ-запчастей-24.рф;
ћеридиан Ћайн;+7Ц914Ц727Ц75Ц50, +7 (423) 201Ц18Ц10, +7 (423) 201Ц18Ц30;¬ладивосток, ѕушкинска€,†109;meridian-line.ru;
јльфа “ранзит, ќќќ;+7 (423) 230Ц17Ц06, +7Ц914Ц075Ц35Ц52, +7Ц914Ц704Ц11Ц15;¬ладивосток, —трельникова,†5;alfa-transit.com;
¬осток-—ервис, ќќќ;+7 (423) 243Ц92Ц84, +7Ц914Ц706Ц93Ц88;¬ладивосток, —негова€,†13д;www.vostok-servic.ru;
Ёс—иЁс-Ћогистик;+7 (423) 222Ц01Ц07, +7 (423) 222Ц01Ц71;¬ладивосток, ЅерЄзова€,†25;;
јзи€-¬осток, ќќќ;+7Ц914Ц213Ц22Ц81;Ѕ÷ City-Hall,¬ладивосток, «апорожска€,†77;asia-vostok.com;
—оюз-¬осток, ќќќ;+7Ц994Ц002Ц54Ц20;¬ладивосток;souzv.ru;
–устил-лоджистик, ќќќ;+7 (423) 2Ц41Ц30Ц26;¬ладивосток, ѕосьетска€,†45;www.rusteel.ru;
 аскади€ Ћайнс, ќќќ;+7 (423) 279Ц14Ц01, +7 (423) 202Ц50Ц88, +7 (423) 279Ц50Ц01;¬ладивосток, ќкеанский проспект,†70а ст2;www.casdil.ru;
CBS LTD;+7 (423) 2Ц302Ц302, +7 (423) 206Ц07Ц08;¬ладивосток, —трельникова,†12;cbs-dv.com;
ѕрофит-—ервис;+7 (423) 230Ц22Ц79, +7 (423) 279Ц10Ц46;¬ладивосток, —трельникова,†5;www.profit-service.ru;
јвтоколонна 1887, ќќќ;+7 (423) 236Ц59Ц16, +7 (423) 236Ц59Ц36, +7Ц914Ц790Ц88Ц81;¬ладивосток, ¬острецова,†38;;
“‘ћ;+7 (423) 249Ц51Ц51;¬ладивосток, Ћеонова,†27;www.tfm.su;
јвтотранспортна€ компани€;+7 (423) 257Ц87Ц96, +7 (423) 246Ц32Ц10, +7Ц914Ц964Ц07Ц23;¬ладивосток, —негова€,†13а;;
¬осток-«апад ƒ¬, ќќќ;+7 (423) 249Ц58Ц43, +7 (423) 291Ц86Ц64;¬ладивосток, —ип€гина,†20Ѕ;www.vostokzapad.biz;
√ермес;+7 (423) 250Ц57Ц06, +7 (423) 248Ц00Ц46;¬ладивосток, ¬олжска€,†1;www.germestrans.com;
“–јЌ—- , ќќќ;+7 (423) 200Ц14Ц19;¬ладивосток, ћордовцева,†3;;
ѕрим“орг»нвест, ќќќ;+7 (423) 249Ц90Ц23, +7 (423) 226Ц58Ц79;¬ладивосток, ƒальзаводска€,†21;;
ѕасифик “рейдинг √рупп, ќќќ;+7 (423) 260Ц60Ц09;¬ладивосток, јвроровска€,†17;pacific-tg.com;
Ёкспедитор;+7 (423) 251Ц06Ц88, +7 (423) 251Ц06Ц77, +7 (423) 272Ц30Ц77;¬ладивосток, ѕосьетска€,†10;www.expeditor-vl.ru;
¬“ ;+7 (423) 209Ц52Ц30, +7 (423) 209Ц52Ц31;¬ладивосток, ƒальзаводска€,†2 ст1;vtk-vl.ru;
јстралайн, ќќќ;+7 (423) 252Ц04Ц08, +7Ц924Ц124Ц02Ц54, +7Ц908Ц992Ц44Ц58;¬ладивосток, Ќижнепортова€,†4;www.astradv.ru;
ƒэл ар, ќќќ;+7 (423) 244Ц60Ц61, +7Ц914Ц679Ц92Ц77;¬ладивосток,  ругова€ 1-€,†25а;www.del-car.com;
ƒальневосточный ÷ентр Ћогистики и —ервиса, ќќќ;+7 (423) 270Ц20Ц20, +7 (423) 246Ц77Ц61, +7Ц914Ц790Ц20Ц20, +7Ц914Ц705Ц44Ц00, +7 (423) 246Ц77Ц03;¬ладивосток, –абоча€ 13-€,†12;www.dcls.ru;
ƒвижение ƒ¬, ќќќ;+7Ц996Ц424Ц11Ц11;¬ладивосток, ¬оенное Ўоссе,†39;;
«»ѕ Ћоджистик, ќќќ;+7 (423) 238Ц39Ц90;¬ладивосток, –ыбацка€,†48Ѕ;www.zip-log.ru;
IG Logistics;+7 (423) 248Ц51Ц88, +7 (423) 248Ц93Ц88;¬ладивосток, —танюковича,†1;;
 урган “ранс ƒ¬, ќќќ;+7Ц914Ц792Ц53Ц53, +7Ц914Ц711Ц22Ц46, +7 (423) 236Ц70Ц19;¬ладивосток, ƒнепровска€,†25;;
≈врази€ “рейдинг;+7 (423) 279Ц08Ц36;¬ладивосток,  рылова,†58;eurasia-ltd.ru;
